Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfYear,Quarter,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Sales_per_CPI,Sales_per_Fuel,Sales_Lag1,Sales_Lag4,Sales_MA4,Sales_MA12
1,2022-05-02,1173805.3,0,89.65,2.839,273.72,5.967,2022,5,18,122,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,4288.343197428028,413457.3089115886,1238237.99,931401.76,1159916.66,1099342.6258333332
1,2021-08-02,954687.69,0,77.78,3.119,270.64,6.378,2021,8,31,214,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566,3527.5188072716523,306087.7492786149,1173805.3,1270865.38,1080872.2375,1098400.4733333334
1,2024-09-02,1371510.92,1,77.0,4.373,290.14,5.512,2024,9,36,246,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,4727.065968153305,313631.5847244454,954687.69,956757.97,1184560.475,1112763.2316666667
1,2023-10-02,1380019.24,0,74.79,3.839,284.91,5.986,2023,10,40,275,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,4843.70236214945,359473.6233394113,1371510.92,1238237.99,1220005.7875,1143224.3724999998
1,2020-11-02,1581454.19,0,68.17,2.771,269.35,5.53,2020,11,45,307,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,5871.37252645257,570716.0555756044,1380019.24,1173805.3,1321918.01,1191894.1175
1,2024-12-02,1403431.02,0,33.33,3.989,291.35,5.164,2024,12,49,337,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,4816.993375665007,351825.27450488845,1581454.19,954687.69,1434103.8424999998,1206645.9383333332
1,2022-01-03,835937.7,0,39.32,3.698,273.17,5.696,2022,1,1,3,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,3060.1372771534207,226051.29799891834,1403431.02,1371510.92,1300210.5374999999,1202749.2041666666
1,2020-02-03,1279691.94,0,44.18,2.74,259.41,5.927,2020,2,6,34,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,4933.086388342777,467040.8540145985,835937.7,1380019.24,1275128.7125,1198150.0916666666
1,2023-04-03,1298234.54,0,53.58,3.62,279.7,5.393,2023,4,14,93,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4641.524991061852,358628.32596685085,1279691.94,1581454.19,1204323.8,1228719.49
1,2021-05-03,954625.95,0,64.85,2.923,269.04,6.362,2021,5,18,123,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,3548.2677297056193,326591.1563462196,1298234.54,1403431.02,1092122.5325,1202366.2041666666
1,2024-06-03,1159737.33,0,74.82,3.774,290.87,5.62,2024,6,23,155,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,3987.132842850758,307296.58982511924,954625.95,835937.7,1173072.44,1219281.1508333331
1,2023-07-03,1563685.54,0,85.34,3.894,281.59,5.68,2023,7,27,184,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,5553.0577790404495,401562.7991782229,1159737.33,1279691.94,1244070.84,1246401.78
1,2020-08-03,1056780.9,0,94.05,2.289,262.11,5.881,2020,8,32,216,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,4031.822135744534,461677.98165137606,1563685.54,1298234.54,1183707.4300000002,1236649.7466666668
1,2022-10-03,1021268.0,0,50.05,3.365,276.14,5.349,2022,10,40,276,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,3698.3703918302313,303497.176820208,1056780.9,954625.95,1200367.9425,1242198.1058333332
1,2021-01-04,1148281.45,0,33.67,2.651,264.9,5.439,2021,1,1,4,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,4334.773310683277,433150.3017729159,1021268.0,1159737.33,1197503.9725,1223595.6500000001
1,2024-03-04,1174148.06,0,55.5,3.778,287.24,5.551,2024,3,10,64,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,4087.6899456900155,310785.61672842776,1148281.45,1563685.54,1100119.6025,1206439.7183333335
1,2022-04-04,1270605.83,0,55.72,2.94,272.02,7.026,2022,4,14,94,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4671.001507242115,432178.8537414966,1174148.06,1056780.9,1153575.835,1180535.6883333332
1,2020-05-04,1654735.81,0,61.25,3.032,259.55,6.454,2020,5,19,125,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,6375.402851088422,545757.1932717678,1270605.83,1021268.0,1311942.7875,1201477.7541666667
1,2022-07-04,1081408.7,1,77.98,3.116,277.64,6.576,2022,7,27,185,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,3895.0032416078375,347050.28883183567,1654735.81,1148281.45,1295224.6,1221933.6708333334
1,2023-09-04,1625434.58,1,48.68,4.037,283.02,5.517,2023,9,36,247,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,5743.179209949827,402634.27792915533,1081408.7,1174148.06,1408046.23,1250745.5575
1,2021-10-04,922044.06,0,77.46,3.322,269.53,7.173,2021,10,40,277,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,3420.9329573702375,277556.91149909695,1625434.58,1270605.83,1320905.7875,1219396.3508333333
1,2024-11-04,1447512.67,0,65.68,3.977,290.91,6.53,2024,11,45,309,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,4975.809253721081,363971.0007543374,922044.06,1654735.81,1269100.0025,1260470.2441666666
1,2023-12-04,1722235.92,0,5.92,3.735,284.12,6.316,2023,12,49,338,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,6061.649725468112,461107.3413654618,1447512.67,1081408.7,1429306.8075,1307345.1266666667
1,2024-02-05,1172161.22,0,34.92,3.584,286.08,6.156,2024,2,6,36,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,4097.319700782998,327053.9118303571,1722235.92,1625434.58,1315988.4675,1274718.0999999999
1,2021-04-05,1109207.62,0,71.47,2.904,266.44,5.75,2021,4,14,95,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,4163.06718210479,381958.54683195596,1172161.22,922044.06,1362779.3575000002,1279086.9933333334
1,2023-06-05,1910095.9,0,80.57,3.736,279.75,6.679,2023,6,23,156,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,6827.867381590706,511267.63918629545,1109207.62,1447512.67,1478425.165,1353155.985
1,2021-07-05,987986.03,0,78.96,2.936,265.54,6.669,2021,7,27,186,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,3720.6674324018977,336507.50340599456,1910095.9,1722235.92,1294862.6925,1339798.0333333334
1,2024-08-05,1371891.17,0,87.3,3.918,285.92,5.633,2024,8,32,218,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,4798.164416620033,350150.88565594685,987986.03,1172161.22,1344795.1800000002,1356276.6258333332
1,2022-09-05,1516124.5,1,33.12,3.58,273.07,6.405,2022,9,36,248,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,5552.145969897829,423498.46368715086,1371891.17,1109207.62,1446524.4,1376736.515
1,2020-10-05,1163291.15,0,37.52,2.64,263.15,6.209,2020,10,41,279,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,4420.638989169675,440640.58712121204,1516124.5,1910095.9,1259823.2125,1335782.7933333332
1,2022-12-05,1410216.74,0,37.52,3.599,277.37,6.141,2022,12,49,339,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,5084.2439340952515,391835.71547652123,1163291.15,987986.03,1365380.89,1363183.4633333331
1,2020-01-06,1115956.4,0,34.69,2.331,261.24,6.317,2020,1,2,6,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,4271.766957586893,478745.7743457743,1410216.74,1371891.17,1301397.1975,1320726.9483333332
1,2023-02-06,1132711.55,0,26.67,3.123,281.22,5.083,2023,2,6,37,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,4027.8484816158166,362699.8238872879,1115956.4,1516124.5,1205543.96,1338282.5725
1,2023-03-06,1149056.96,0,50.43,3.055,276.16,5.91,2023,3,10,65,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,4160.837775202781,376123.3911620294,1132711.55,1163291.15,1201985.4125,1313411.2633333332
1,2020-04-06,1411742.34,0,72.18,2.495,262.01,5.871,2020,4,15,97,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,5388.123888401206,565828.5931863728,1149056.96,1410216.74,1202366.8125,1287536.798333333
1,2024-05-06,971860.57,0,65.13,3.36,286.17,5.645,2024,5,19,127,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,3396.0952231191245,289244.21726190473,1411742.34,1115956.4,1166342.855,1270845.0775
1,2022-06-06,1448823.03,0,78.39,2.36,273.88,6.856,2022,6,23,157,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,5289.992076821966,613908.063559322,971860.57,1132711.55,1245370.725,1299146.3616666666
1,2020-07-06,1438928.14,0,72.29,2.512,266.19,5.779,2020,7,28,188,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,5405.643112062812,572821.7117834395,1448823.03,1149056.96,1317838.52,1259882.3816666666
1,2021-09-06,1418195.64,1,65.88,2.559,270.41,6.478,2021,9,36,249,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,5244.612403387448,554199.1559202813,1438928.14,1411742.34,1319451.845,1295733.1824999999
1,2023-11-06,1387504.07,0,59.81,3.485,284.86,6.308,2023,11,45,310,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,4870.828020782139,398136.03156384506,1418195.64,971860.57,1423362.72,1297034.2575
1,2021-12-06,1799762.43,0,45.73,3.25,272.49,6.258,2021,12,49,340,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,6604.8751513817015,553773.0553846153,1387504.07,1448823.03,1511097.5699999998,1320670.7516666667
1,2022-02-07,1069490.07,0,35.85,3.357,271.55,5.517,2022,2,6,38,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,3938.4646289817715,318585.0670241287,1799762.43,1438928.14,1418738.0525,1312853.995
1,2022-03-07,1035316.14,0,70.71,2.608,273.8,5.847,2022,3,10,66,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,3781.286121256391,396977.04754601227,1069490.07,1418195.64,1323018.1775,1281612.2783333333
1,2021-06-07,1811038.86,0,75.39,3.259,264.46,6.459,2021,6,23,158,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,6848.063450049158,555703.8539429273,1035316.14,1387504.07,1428901.875,1339535.8166666667
1,2023-08-07,1086985.5,0,76.79,4.027,279.48,6.733,2023,8,32,219,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,3889.3140832975523,269924.38539855974,1811038.86,1799762.43,1250707.6425,1335725.3125
1,2020-09-07,1500463.76,1,51.85,2.265,261.32,6.141,2020,9,37,251,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,5741.863462421552,662456.4061810154,1086985.5,1069490.07,1358451.065,1365009.2125000001
1,2024-10-07,975011.5,0,57.89,4.197,286.3,5.798,2024,10,41,281,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,3405.558854348585,232311.5320467,1500463.76,1035316.14,1343374.905,1328614.9758333333
1,2022-11-07,1469786.6,0,39.55,3.151,279.72,6.213,2022,11,45,311,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,5254.49234949235,466450.8410028563,975011.5,1811038.86,1258061.84,1370108.8116666668
1,2020-12-07,1270712.59,0,9.01,2.376,266.81,6.457,2020,12,50,342,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,4762.612308384244,534811.6961279461,1469786.6,1086985.5,1303993.6125,1355266.2750000001
1,2024-01-08,796567.2,0,26.02,3.41,285.93,6.122,2024,1,2,8,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,2785.881859196307,233597.4193548387,1270712.59,1500463.76,1128019.4725000001,1301736.1966666668
1,2021-02-08,1148619.2,0,31.23,2.884,266.96,6.7,2021,2,6,39,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,4302.589151932874,398272.9542302358,796567.2,975011.5,1171421.3975,1279271.4933333334
1,2021-03-08,1039883.49,0,62.61,2.394,265.71,7.037,2021,3,10,67,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,3913.603138760303,434370.71428571426,1148619.2,1469786.6,1063945.6199999999,1250303.1116666666
1,2024-04-08,1038123.41,0,73.62,4.378,286.87,5.359,2024,4,15,99,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,3618.7939136194095,237122.75239835543,1039883.49,1270712.59,1005798.325,1186833.1933333334
1,2023-05-08,1282088.71,0,49.92,3.478,281.15,6.036,2023,5,19,128,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,4560.159025431265,368628.1512363427,1038123.41,796567.2,1127178.7025,1204549.7466666666
1,2020-06-08,1181994.31,0,75.16,3.259,263.37,5.343,2020,6,24,160,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,4487.961081368418,362686.19515188714,1282088.71,1148619.2,1135522.48,1216772.9275
1,2024-07-08,1645077.49,0,83.35,3.814,289.76,5.592,2024,7,28,190,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,5677.379520982882,431326.03303618246,1181994.31,1039883.49,1286820.98,1202942.8133333332
1,2022-08-08,1478944.75,0,80.51,3.187,277.57,5.323,2022,8,32,220,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,5328.186583564507,464055.4596799498,1645077.49,1038123.41,1397026.315,1235606.0841666667
1,2021-11-08,1365676.3,0,87.27,3.384,272.03,6.343,2021,11,45,312,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,5020.315038782488,403568.6465721041,1478944.75,1282088.71,1417923.2125,1224373.7958333334
1,2023-01-09,953111.95,0,42.67,3.565,278.71,5.58,2023,1,2,9,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,3419.72641814072,267352.5806451613,1365676.3,1181994.31,1360702.6224999998,1222548.8333333333
1,2020-03-09,1414443.69,0,17.61,2.427,260.1,5.344,2020,3,11,69,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,5438.076470588235,582795.0927070457,953111.95,1645077.49,1303044.1725,1217936.9241666666
1,2022-05-09,1080760.89,0,43.4,3.107,272.93,6.742,2022,5,19,129,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,3959.8464441431865,347847.08400386217,1414443.69,1478944.75,1203498.2075,1202107.6158333335
1,2021-08-09,1443754.12,0,62.17,2.66,270.17,5.993,2021,8,32,221,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,5343.872820816523,542764.7067669173,1080760.89,1365676.3,1223017.6625,1256039.8591666666
1,2024-09-09,1097269.18,0,59.73,4.131,288.51,6.16,2024,9,37,253,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,3803.227548438529,265618.295812152,1443754.12,953111.95,1259056.97,1251760.6908333332
1,2023-10-09,1197290.19,0,47.88,3.777,282.57,5.477,2023,10,41,282,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,4237.145450684786,316995.0198570294,1097269.18,1414443.69,1204768.595,1264877.9158333333
1,2020-11-09,1792687.65,0,50.13,2.843,261.64,5.875,2020,11,46,314,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,6851.7338709677415,630561.9591980302,1197290.19,1080760.89,1382750.285,1327758.2691666665
1,2024-12-09,1836996.14,0,38.36,3.848,290.48,5.446,2024,12,50,344,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,6324.002134398237,477389.84927234927,1792687.65,1443754.12,1481060.79,1374000.555
1,2022-01-10,748578.33,0,45.52,2.691,270.98,5.719,2022,1,2,10,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,2762.4855339877477,278178.4949832776,1836996.14,1097269.18,1393888.0775,1337882.5566666666
1,2020-02-10,1143447.96,0,31.29,2.446,261.07,7.222,2020,2,7,41,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,4379.85199371816,467476.6802943581,748578.33,1197290.19,1380427.52,1296080.0958333332
1,2023-04-10,1187207.07,0,87.31,4.086,284.09,5.058,2023,4,15,100,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,4178.98225914323,290554.8384728341,1143447.96,1792687.65,1229057.375,1271768.6224999998
1,2021-05-10,854087.88,0,38.32,2.45,266.46,6.347,2021,5,19,130,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,3205.3136680927723,348607.29795918363,1187207.07,1836996.14,983330.31,1229136.2541666667
1,2024-06-10,1548327.32,0,84.78,4.33,289.28,6.264,2024,6,24,162,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,5352.348313053098,357581.36720554275,854087.88,748578.33,1183267.5575,1278737.535
1,2023-07-10,927516.99,0,96.29,3.614,281.45,5.924,2023,7,28,191,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,3295.4947237519987,256645.5423353625,1548327.32,1143447.96,1129284.815,1238160.31
1,2020-08-10,1408576.19,0,84.12,2.952,265.96,6.0,2020,8,33,223,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,5296.195630921943,477159.9559620596,927516.99,1187207.07,1184627.095,1265478.2516666667
1,2022-10-10,1278759.53,0,71.17,2.907,276.19,6.014,2022,10,41,283,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,4629.999384481697,439889.7592019264,1408576.19,854087.88,1290795.0074999998,1251728.7025
1,2021-01-11,1202645.26,0,27.39,2.887,268.08,5.262,2021,1,2,11,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,4486.14316621904,416572.6567370973,1278759.53,1548327.32,1204374.4925,1260510.0425
1,2024-03-11,1265244.21,0,67.4,3.447,287.0,6.051,2024,3,11,71,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,4408.516411149825,367056.6318537859,1202645.26,927516.99,1288806.2974999999,1266172.8775
1,2022-04-11,1372192.7,0,55.24,2.849,273.51,5.608,2022,4,15,101,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,5016.974516471061,481640.1193401193,1265244.21,1408576.19,1279710.425,1231131.6316666666
1,2020-05-11,1613166.66,0,70.15,2.807,258.58,5.966,2020,5,20,132,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,6238.559285327558,574694.2144638404,1372192.7,1278759.53,1363312.2075,1212479.175
1,2022-07-11,1209853.24,0,77.23,2.985,271.79,4.999,2022,7,28,192,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,4451.426616137459,405310.96817420435,1613166.66,1202645.26,1365114.2025000001,1250918.7508333332
1,2023-09-11,1206462.83,0,81.6,3.136,279.89,5.486,2023,9,37,254,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,4310.489227910965,384713.912627551,1209853.24,1265244.21,1350418.8575,1256169.99
1,2021-10-11,1088326.82,0,65.82,2.953,270.61,6.326,2021,10,41,284,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,4021.753889361073,368549.5496105656,1206462.83,1372192.7,1279452.3875,1247929.9691666667
1,2024-11-11,1942155.65,0,47.22,3.704,289.55,5.805,2024,11,46,316,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,6707.496632705923,524340.0782937364,1088326.82,1613166.66,1361699.635,1338602.2833333334
1,2023-12-11,1467177.81,0,36.92,4.037,283.75,5.97,2023,12,50,345,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,5170.670696035242,363432.70002477086,1942155.65,1209853.24,1426030.7775,1331839.8241666665
1,2024-02-12,1312556.46,0,21.54,4.286,289.05,5.82,2024,2,7,43,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,4540.932226258433,306242.7578161456,1467177.81,1206462.83,1452554.1849999998,1363926.4466666665
1,2021-04-12,1274598.72,0,71.5,2.742,267.98,6.287,2021,4,15,102,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,4756.32032241212,464842.7133479212,1312556.46,1088326.82,1499122.1600000001,1352761.6575
1,2023-06-12,1169858.55,0,55.28,4.144,282.35,5.105,2023,6,24,163,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,4143.2921905436515,282301.77364864864,1274598.72,1942155.65,1306047.885,1343686.5758333334
1,2021-07-12,1490608.55,0,107.88,3.71,271.63,5.743,2021,7,28,193,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,5487.643301549902,401781.28032345016,1169858.55,1467177.81,1311905.57,1367683.5166666668
1,2024-08-12,1232389.98,0,60.08,4.177,286.2,5.725,2024,8,33,225,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,4306.04465408805,295041.89130955236,1490608.55,1312556.46,1291863.9500000002,1364945.6641666666
1,2022-09-12,1291560.33,0,83.83,2.939,277.64,5.934,2022,9,37,255,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,4651.924542573117,439455.7094249745,1232389.98,1274598.72,1296104.3525,1358226.3
1,2020-10-12,1013801.38,0,55.71,2.59,267.59,5.972,2020,10,42,286,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,3788.6370193206026,391429.10424710426,1291560.33,1169858.55,1257090.06,1308279.1933333334
1,2022-12-12,1462870.2,0,28.58,3.41,276.75,5.377,2022,12,50,346,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,5285.890514905149,428994.1935483871,1013801.38,1490608.55,1250155.4725000001,1329363.9400000002
1,2020-01-13,1087942.53,0,23.87,2.208,262.8,6.422,2020,1,3,13,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,4139.811757990868,492727.5951086956,1462870.2,1232389.98,1214043.61,1319487.2483333333
1,2023-02-13,1352545.67,0,55.66,3.367,278.41,6.15,2023,2,7,44,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,4858.107359649437,401706.4656964657,1087942.53,1291560.33,1229289.945,1341505.4858333333
1,2023-03-13,1382264.18,0,64.05,3.634,278.13,6.001,2023,3,11,72,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,4969.849279114083,380369.8899284535,1352545.67,1013801.38,1321405.645,1294847.8633333333
1,2020-04-13,966564.86,0,86.02,2.278,266.01,6.263,2020,4,16,104,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,3633.565880981918,424304.1527655838,1382264.18,1462870.2,1197329.31,1253130.1175
1,2024-05-13,1453712.6,0,39.22,4.054,286.23,6.315,2024,5,20,134,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,5078.826817594242,358587.22249629995,966564.86,1087942.53,1288771.8275,1264893.1291666667
1,2022-06-13,1656800.53,0,108.65,3.176,276.42,6.447,2022,6,24,164,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,5993.779502206787,521662.6353904282,1453712.6,1352545.67,1364835.5425,1296743.28
1,2020-07-13,1071743.86,0,87.77,2.532,260.13,6.432,2020,7,29,195,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,4120.031753354093,423279.5655608215,1656800.53,1382264.18,1287205.4625,1288567.0558333334
1,2021-09-13,1171066.87,0,37.34,3.213,268.83,6.564,2021,9,37,256,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,4356.161403117212,364477.70619358856,1071743.86,966564.86,1338330.965,1261938.5825
